,customer_id,probability,actual_churn,predicted_churn
168,1501-SGHBW,0.36244448493513504,1,0
169,1518-OMDIK,0.12681006182957297,0,0
170,1518-VOWAV,0.4742719374589465,1,0
171,1530-ZTDOZ,0.07951565755006455,0,0
172,1536-HBSWP,0.3668771398985811,0,0
173,1541-ETJZO,0.30983793390782416,1,0
174,1548-ARAGG,0.31676028028368663,0,0
175,1559-DTODC,0.33032671510574446,0,0
176,1564-HJUVY,0.31368424179857374,0,0
177,1575-KRZZE,0.25034394223194184,0,0
178,1582-RAFML,0.2940410399503894,1,0
179,1585-MQSSU,0.1590880859622339,1,0
180,1589-AGTLK,0.45522836022223884,1,0
181,1596-OQSPS,0.2648038041683054,0,0
182,1597-FZREH,0.4343864746508799,1,0
183,1600-DILPE,0.26985286552368737,0,0
184,1612-EOHDH,0.37101126633000214,1,0
185,1629-DQQVB,0.13175072991020578,0,0
186,1635-FJFCC,0.3343997688457878,0,0
187,1636-NTNCO,0.7687156131325752,0,1
188,1660-HSOOQ,0.47216749275760683,1,0
189,1666-JZPZT,0.17074385325087565,0,0
190,1684-FLBGS,0.17841308888320687,0,0
191,1685-VAYJF,0.20122228005650813,0,0
192,1697-BCSHV,0.0774056339571882,0,0
193,1697-NVVGY,0.23064541717817402,0,0
194,1702-CCFNJ,0.03364507242946756,0,0
195,1703-MGIAB,0.32612087267656,0,0
196,1728-BQDMA,0.3571238039963147,0,0
197,1730-VFMWO,0.05862581973147572,0,0
198,1740-CSDJP,0.647047366517375,1,1
199,1750-CSKKM,0.32032735815423663,1,0
200,1763-WQFUK,0.3483252200896563,0,0
201,1767-TGTKO,0.3614649399913704,0,0
202,1768-HNVGJ,0.1463496459623163,0,0
203,1768-ZAIFU,0.735340908777452,1,1
204,1777-JYQPJ,0.5252400448789754,0,1
205,1791-PQHBB,0.3270640770323118,0,0
206,1794-HBQTJ,0.2910703229058571,1,0
207,1794-SWWKL,0.17241447533628942,0,0
208,1803-BGNBD,0.25101728788857325,0,0
209,1809-DMJHQ,0.28501494010298345,1,0
210,1810-MVMAI,0.06441562788451748,0,0
211,1816-FLZDK,0.4262463064683117,0,0
212,1845-ZLLIG,0.46390183173816785,0,0
213,1848-LBZHY,0.25320127993475916,0,0
214,1849-RJYIG,0.3960869064192862,0,0
215,1852-XEMDW,0.15515663333348476,0,0
216,1853-ARAAQ,0.45425163787748946,0,0
217,1862-SKORY,0.37978939607229933,1,0
218,1895-QTKDO,0.2818586642240103,0,0
219,1907-YLNYW,0.41285906337006606,0,0
220,1919-RTPQD,0.2731475729870728,0,0
221,1928-BXYIV,0.31143702599269213,0,0
222,1942-OQFRW,0.3664485026253233,0,0
223,1958-RNRKS,0.16094735595028475,0,0
224,1963-SVUCV,0.3716081298111574,1,0
225,1976-AZZPJ,0.37157958935073415,0,0
226,1976-CFOCS,0.48783330323993307,1,0
227,1986-PHGZF,0.24425255985423389,0,0
228,2011-TRQYE,0.3293540459427966,1,0
229,2027-OAQQC,0.2717583774301962,1,0
230,2038-YSEZE,0.08293123898808473,0,0
231,2041-JIJCI,0.5553729088613331,0,1
232,2043-WVTQJ,0.29619611219892356,0,0
233,2045-BMBTJ,0.3830619717123081,0,0
234,2049-BAFNW,0.4308046323292807,0,0
235,2055-SIFSS,0.06378861908599835,0,0
236,2075-RMJIK,0.3005377660671655,0,0
237,2082-CEFLT,0.47900333529187233,1,0
238,2087-QAREY,0.2603278057763394,0,0
239,2091-MJTFX,0.20195748447043943,1,0
240,2100-BDNSN,0.26618126870421566,1,0
241,2103-ZRXFN,0.4104389984317454,0,0
242,2108-GLPQB,0.14663292515598286,0,0
243,2108-XWMPY,0.518834186295396,1,1
244,2108-YKQTY,0.248612278976612,1,0
245,2135-RXIHG,0.479216032601264,1,0
246,2141-RRYGO,0.5145073067221206,1,1
247,2150-UWTFY,0.1189746433956631,1,0
248,2155-AMQRX,0.12220828834222418,0,0
249,2181-UAESM,0.27004039053682366,0,0
250,2186-QZEYA,0.17172475922815633,0,0
251,2187-LZGPL,0.5666244022070964,1,1
252,2189-UXTKY,0.3111408001915655,1,0
253,2195-VVRJF,0.3156249021976648,0,0
254,2202-OUTMO,0.07483005673515801,0,0
255,2207-NHRJK,0.36129703400045027,1,0
256,2207-OBZNX,0.3246313735070851,1,0
257,2209-XADXF,0.446286000121478,0,0
258,2219-MVUSO,0.40199266182754373,1,0
259,2229-VWQJH,0.1773129577441329,0,0
260,2232-DMLXU,0.4692684764061156,1,0
261,2235-DWLJU,0.8197846220643151,0,1
262,2235-ZGKPT,0.3414809984646191,1,0
263,2257-BOVXD,0.29600026405735,0,0
264,2272-UOINI,0.3796782182787928,0,0
265,2273-QCKXA,0.2696694040200137,0,0
266,2275-RBYQS,0.47815262294547656,0,0
267,2277-VWCNI,0.4697745276801943,0,0
268,2294-DMMUS,0.098670129977762,0,0
269,2309-OSFEU,0.626642939078356,1,1
270,2320-SLKMB,0.25812070432672907,0,0
271,2338-BQEZT,0.036426280004320126,0,0
272,2346-DJQTB,0.16690956249462896,0,0
273,2363-BJLSL,0.07265413477286511,0,0
274,2372-HWUHI,0.3566561981234185,1,0
275,2373-NTKOD,0.5946393317738471,0,1
276,2386-LAHRK,0.5584152006354768,1,1
277,2391-SOORI,0.21809029445034728,1,0
278,2408-PSJVE,0.07499538025729093,0,0
279,2408-WITXK,0.7219874339729627,1,1
280,2433-KMEAS,0.21823170738568956,1,0
281,2436-QBZFP,0.3267976151591854,0,0
282,2446-ZKVAF,0.1883011034864722,0,0
283,2458-EOMRE,0.20521117505389086,0,0
284,2460-FPSYH,0.4009449513368773,1,0
285,2474-LCNUE,0.2917873094871825,0,0
286,2478-EEWWM,0.21299591440602147,0,0
287,2480-SQIOB,0.30030608972281647,0,0
288,2485-ITVKB,0.7292155246537148,1,1
289,2495-INZWQ,0.7676644623022678,1,1
290,2519-ERQOJ,0.47067347995167214,0,0
291,2533-TIBIX,0.2626402972888549,0,0
292,2538-OIMXF,0.4855454878579081,0,0
293,2582-FFFZR,0.5956144817015128,0,1
294,2585-KTFRE,0.2323015403756996,0,0
295,2586-CWXVV,0.07696463994952057,0,0
296,2592-SEIFQ,0.51453226339078,1,1
297,2604-XVDAM,0.1903695785345575,0,0
298,2606-RMDHZ,0.4820848164413783,1,0
299,2607-FBDFF,0.20035487301881283,0,0
300,2616-UUTFK,0.1592848396795587,0,0
301,2625-TRCZQ,0.28428174143645796,0,0
302,2626-URJFX,0.4444488567709383,1,0
303,2636-OHFMN,0.7649775238821783,1,1
304,2637-FKFSY,0.46994054588964235,0,0
305,2672-DZUOY,0.6469607897366458,1,1
306,2672-OJQZP,0.3694215587020569,0,0
307,2676-OXPPQ,0.24494561728396316,0,0
308,2683-JXWQQ,0.0230672824564408,0,0
309,2709-UQGNP,0.2989946877493905,0,0
310,2718-GAXQD,0.3995349010112655,1,0
311,2720-FVBQP,0.32168607354890366,0,0
312,2722-JMONI,0.4944109111756378,1,0
313,2737-WFVYW,0.7858368785895251,1,1
314,2740-TVLFN,0.5159436275679302,0,1
315,2761-XECQW,0.73878287543022,0,1
316,2770-NSVDG,0.2748914301043678,0,0
317,2778-OCLGR,0.2968186544240349,1,0
318,2782-JEEBU,0.29970801332981256,0,0
319,2782-LFZVW,0.49696229253491075,0,0
320,2801-NISEI,0.0855355929060744,0,0
321,2810-FTLEM,0.2380145276997763,1,0
322,2817-NTQDO,0.30820207347977185,1,0
323,2826-DXLQO,0.3913360248620612,0,0
324,2828-SLQPF,0.2118870532632404,0,0
325,2831-EBWRN,0.4468379599008701,0,0
326,2833-SLKDQ,0.3706135758929248,1,0
327,2842-JTCCU,0.2791874835168196,1,0
328,2843-CQMEG,0.23389728201951163,0,0
329,2851-MMUTZ,0.15046825296805633,0,0
330,2853-CWQFQ,0.40475293729700196,0,0
331,2862-PFNIK,0.593472712083861,0,1
332,2887-JPYLU,0.04787133980765143,0,0
333,2894-QOJRX,0.3601665517273593,1,0
334,2903-YYTBW,0.32994780365155135,0,0
335,2908-ZTPNF,0.11950175935470407,0,0
336,2911-UREFD,0.25269709210077157,1,0
337,2930-UOTMB,0.054542989402784646,1,0
338,2931-FSOHN,0.5276537203948334,0,1
339,2933-FILNV,0.5910044005238476,1,1
340,2937-FTHUR,0.21362430286958062,0,0
341,2946-KIQSP,0.17406882385258068,0,0
342,2947-DOMLJ,0.2450765927057474,1,0
343,2957-LOLHO,0.2709134617622186,1,0
344,2959-EEXWB,0.17503741592049307,0,0
345,2962-XPMCQ,0.46604202511569737,1,0
346,2969-QWUBZ,0.696729266241993,0,1
347,2971-SGAFL,0.4799747445894384,0,0
348,2978-XXSOG,0.154135510448406,0,0
349,2985-JUUBZ,0.28807983620646005,0,0
350,3016-KSVCP,0.3058662639601959,0,0
351,3030-YZADT,0.2898705571638237,1,0
352,3038-PQIUY,0.09305623412951544,0,0
353,3043-TYBNO,0.3396591396849873,0,0
354,3050-GBUSH,0.6158379653942487,0,1
355,3055-MJDSB,0.5441953053339065,0,1
356,3058-WQDRE,0.40240785447471134,0,0
357,3059-NGMXB,0.2417927763363056,0,0
358,3063-QFSZL,0.5739912853879799,1,1
359,3082-VQXNH,0.4192237924328541,0,0
360,3085-QUOZK,0.36625065712053,1,0
361,3090-LETTY,0.1911166781892813,0,0
362,3091-FYHKI,0.730354090924364,1,1
363,3097-IDVPU,0.14765267338383378,0,0
364,3097-NNSPB,0.3549296737749479,1,0
365,3099-OONVS,0.06780743682882297,0,0
366,3113-IWHLC,0.3423021943042313,0,0
367,3126-WQMGH,0.0851052209758978,0,0
368,3132-TVFDZ,0.31205298187249625,1,0
369,3137-LUPIX,0.4575871976515308,0,0
370,3144-AUDBS,0.3226042287297156,1,0
371,3160-TYXLT,0.10092810613418045,0,0
372,3164-YAXFY,0.17961271450054658,0,0
373,3165-HDOEW,0.43780193831312153,1,0
374,3173-NVMPX,0.3759281167413877,0,0
375,3179-GBRWV,0.2879701706624,0,0
376,3209-ZPKFI,0.0664211128034798,0,0
377,3221-CJMSG,0.1263179099327167,0,0
378,3234-VKACU,0.4311875825993477,0,0
379,3237-AJGEH,0.4752777372242154,1,0
380,3255-GRXMG,0.18330323376503463,0,0
381,3256-EZDBI,0.12974956424920595,0,0
382,3258-SANFR,0.3235658408382023,0,0
383,3272-VUHPV,0.13176634684538605,0,0
384,3278-FSIXX,0.46496965936234164,0,0
385,3285-UCQVC,0.07377966389215866,1,0
386,3301-LSLWQ,0.2546251821108243,0,0
387,3307-TLCUD,0.27441067942773706,0,0
388,3317-HRTNN,0.7580474073616081,1,1
389,3329-WDIOK,0.7705559631753224,1,1
390,3334-CTHOL,0.4190832072177926,1,0
391,3345-PBBFH,0.3078817578251668,0,0
392,3346-BRMIS,0.726980066252615,1,1
393,3347-YJZZE,0.2077419309983447,0,0
394,3351-NGXYI,0.3588432730950452,0,0
395,3391-JSQEW,0.13679858215345195,0,0
396,3402-XRIUO,0.2194703843755914,0,0
397,3413-BMNZE,0.37806519581180037,0,0
398,3413-CSSTH,0.11040950988909673,0,0
399,3415-TAILE,0.5026954478457275,1,1
400,3426-NIYYL,0.2734232707096668,1,0
401,3439-GVUSX,0.5391069772861345,0,1
402,3445-HXXGF,0.22445438381110272,1,0
403,3446-QDSZF,0.3352863889085609,0,0
404,3450-WXOAT,0.07131192613519526,0,0
405,3466-BYAVD,0.27704793385623894,0,0
406,3466-WAESX,0.3018593232105526,0,0
407,3470-BTGQO,0.16013793766961779,0,0
408,3472-OAOOR,0.28924952622397837,0,0
409,3518-PZXZQ,0.5780558809127206,0,1
410,3521-MNKLV,0.23918587351515153,0,0
411,3521-SYVOR,0.2961477815894685,1,0
412,3528-HFRIQ,0.14211102498645886,0,0
413,3537-RYBHH,0.10641965696470021,0,0
414,3538-WZPHD,0.6084284071805279,1,1
415,3566-HJGPK,0.47879064559476975,0,0
416,3566-VVORZ,0.2023651831440948,0,0
417,3570-YUEKJ,0.11797192535474586,0,0
418,3577-AMVUX,0.2708190814586201,0,0
419,3580-REOAC,0.2880560253035595,1,0
420,3583-EKAPL,0.5723232240831334,1,1
421,3589-PPVKW,0.3800113096635633,0,0
422,3594-KADLU,0.32839621108448797,0,0
423,3604-WLABM,0.19922577564348606,0,0
424,3620-MWJNE,0.2713398960831231,0,0
425,3621-CHYVB,0.060531553597912735,0,0
426,3629-WEAAM,0.2859745599309554,0,0
427,3639-XJHKQ,0.18500558017429994,0,0
428,3640-JQGJG,0.16055408234202648,0,0
429,3656-TKRVZ,0.25914027090782166,1,0
430,3658-KIBGF,0.36957397001117415,1,0
431,3665-JATSN,0.515295354214629,0,1
432,3668-QPYBK,0.3552494416193137,1,0
433,3669-LVWZB,0.7577392077127456,1,1
434,3669-OYSJI,0.2896862822380406,1,0
435,3677-IYRBF,0.7248190177793291,1,1
436,3683-QKIUE,0.24118989422629125,1,0
437,3688-FTHLT,0.37686063381480844,0,0
438,3689-MOZGR,0.22881037148046426,0,0
439,3694-DELSO,0.35685657620814726,0,0
440,3701-SFMUH,0.2743569626108431,0,0
441,3703-TTEPD,0.14580453929897158,0,0
442,3714-XPXBW,0.09587293423398156,0,0
443,3716-UVSPD,0.3645048050050817,0,0
444,3723-BFBGR,0.1946233270888055,0,0
445,3733-ZEECP,0.16639734787287583,0,0
446,3748-FVMZZ,0.5981222477499302,0,1
447,3751-KTZEL,0.6349303761472402,1,1
448,3754-DXMRT,0.5648944979248758,1,1
449,3776-EKTKM,0.8018286708808534,1,1
450,3780-DDGSE,0.29113856075160105,0,0
451,3780-YVMFA,0.4307033276266614,0,0
452,3787-TRIAL,0.3621745535966332,0,0
453,3794-NFNCH,0.2023068505732714,0,0
454,3797-VTIDR,0.6516073773552554,1,1
455,3798-EPWRR,0.45503561432565176,0,0
456,3806-DXQOM,0.4988225437259081,1,0
457,3808-HFKDE,0.2729002272140356,0,0
458,3815-SLMEF,0.31654803399325065,1,0
459,3841-CONLJ,0.6461041314474097,0,1
460,3845-JHAMY,0.42683938434580365,0,0
461,3859-CVCET,0.34164466903638774,1,0
462,3863-QSTYI,0.06686586852128057,0,0
463,3866-MDTUB,0.5584394271742611,1,1
464,3873-NFTGI,0.280518257918257,0,0
465,3877-JRJIP,0.6018661661805002,1,1
466,3890-RTCMS,0.22603677547000467,0,0
467,3891-PUQOD,0.4038650311692526,1,0
468,3893-JRNFS,0.0702301570490813,0,0
469,3896-RCYYE,0.07894873280499146,0,0
470,3920-HIHMQ,0.21343614335013325,0,0
471,3926-CUQZX,0.38237399559702695,1,0
472,3945-GFWQL,0.30017097366739776,1,0
473,3946-MHCZW,0.371377313762734,1,0
474,3948-FVVRP,0.17242403129231335,0,0
475,3948-XHGNA,0.12897910173756016,1,0
476,3961-SXAXY,0.3781561654963965,0,0
477,3969-JQABI,0.05369788140989616,0,0
478,3982-XWFZQ,0.15300687464489024,1,0
479,3995-WFCSM,0.4534873023100353,0,0
480,3999-WRNGR,0.17777608100147277,0,0
481,4002-BQWPQ,0.10479001010011495,0,0
482,4003-FUSHP,0.2091079347102496,0,0
483,4011-ARPHK,0.11217165060099911,0,0
484,4012-ZTHBR,0.23184933504480296,0,0
485,4013-UBXWQ,0.5276976854917073,1,1
486,4026-SKKHW,0.34762681178867727,0,0
487,4030-VPZBD,0.5295342590100872,1,1
488,4061-UKJWL,0.3511444018732794,0,0
489,4065-JJAVA,0.3561994199165341,0,0
490,4072-IPYLT,0.04599673910179853,0,0
491,4074-SJFFA,0.5712798476504748,1,1
492,4080-IIARD,0.29550654396739834,0,0
493,4080-OGPJL,0.2524591401517299,1,0
494,4104-PVRPS,0.08699640117764997,0,0
495,4109-CYRBD,0.32879660444228287,0,0
496,4130-MZLCC,0.24177047970482196,0,0
497,4132-POCZS,0.14280875024831113,0,0
498,4134-BSXLX,0.07724230395371365,0,0
499,4139-JPIAM,0.06979522108930013,0,0
500,4139-SUGLD,0.06380813913460509,1,0
501,4146-SVFUD,0.36882614589611945,0,0
502,4177-JPDFU,0.2922803084842677,0,0
503,4190-MFLUW,0.12500217426213586,1,0
504,4193-ORFCL,0.4716802501489649,1,0
505,4195-NZGTA,0.5427048946062042,0,1
506,4201-JMNGR,0.4845925704529017,1,0
507,4208-UFFGW,0.4592075224460038,1,0
508,4223-WOZCM,0.4574603017958541,0,0
509,4226-KKDON,0.37646141522528676,0,0
510,4236-UJPWO,0.5265663401818748,0,1
511,4237-RLAQD,0.48006689642466827,1,0
512,4250-FDVOU,0.2400166777259523,1,0
513,4256-ZWTZI,0.28528386723300925,0,0
514,4257-GAESD,0.5732989787132401,0,1
515,4277-UDIEF,0.1326557537609701,0,0
516,4280-DLSHD,0.3966871282490494,0,0
517,4282-ACRXS,0.3031830492222432,0,0
518,4283-IVYCI,0.21059195001677916,0,0
519,4307-KWMXE,0.32018020125630825,0,0
520,4310-KEDTB,0.2928088153451584,0,0
521,4316-XCSLJ,0.1950670165108515,0,0
522,4317-VTEOA,0.4664462529402211,1,0
523,4320-QMLLA,0.3904168766316692,0,0
524,4323-SADQS,0.3329046820771102,1,0
525,4324-AHJKS,0.18698369002270612,0,0
526,4324-BZCKL,0.32860034377179304,0,0
527,4338-EYCER,0.19685920022013842,0,0
528,4349-GFQHK,0.40197791737047917,1,0
529,4351-QLCSU,0.46838621216120063,1,0
530,4353-HYOJD,0.1263310477366859,0,0
531,4360-QRAVE,0.23004020788050203,0,0
532,4361-JEIVL,0.41965577748388777,1,0
533,4367-NHWMM,0.6459868701837485,0,1
534,4373-VVHQL,0.47538870837358227,0,0
535,4385-ZKVNW,0.04684777407777745,0,0
536,4398-HSCJH,0.46256760998285856,1,0
537,4418-LZMSV,0.10997686540099257,0,0
538,4422-QVIJA,0.10424718704496053,0,0
539,4429-WYGFR,0.0740705631805517,0,0
540,4430-UZIPO,0.5087033142166404,1,1
541,4431-EDMIQ,0.26424067803749435,0,0
542,4432-ADRLB,0.35745381729822606,1,0
543,4439-YRNVD,0.3211615454320205,0,0
544,4450-YOOHP,0.31626254851469526,0,0
545,4452-QIIEB,0.30231535437952295,0,0
546,4456-RHSNB,0.18555638645587455,0,0
547,4459-BBGHE,0.44014319043714256,0,0
548,4468-KAZHE,0.4766491210940097,0,0
549,4468-YDOVK,0.2046432037786701,0,0
550,4482-FTFFX,0.2416487400658333,0,0
551,4484-CGXFK,0.5538400070104632,1,1
552,4489-SNOJF,0.08145387296560522,1,0
553,4495-LHSSK,0.15691498320486527,0,0
554,4501-VCPFK,0.1861794062313659,0,0
555,4504-YOULA,0.08425670663304173,0,0
556,4510-PYUSH,0.11369395668716117,1,0
557,4522-AKYLR,0.43301450121872215,0,0
558,4524-QCSSM,0.2679059806259986,0,0
559,4537-DKTAL,0.36147414265956584,0,0
560,4566-QVRRW,0.3710873348641342,1,0
561,4570-QHXHL,0.3807812154196689,0,0
562,4580-TMHJU,0.1053881172397059,1,0
563,4581-LNWUM,0.5840861197987977,0,1
564,4592-IWTJI,0.29313563438674783,1,0
565,4608-LCIMN,0.19528141388427028,0,0
566,4625-EWPTF,0.46794324054046915,1,0
567,4628-CTTLA,0.1399677977787556,1,0
568,4640-UHDOS,0.30543290893267444,1,0
569,4646-QZXTF,0.2360460422362919,0,0
570,4647-XXZAM,0.28484189173254737,0,0
571,4662-EKDPQ,0.4049366905018847,1,0
572,4671-LXRDQ,0.46528929755982706,1,0
573,4672-FOTSD,0.22584710092853896,0,0
574,4678-DVQEO,0.3760301485786943,1,0
575,4680-KUTAJ,0.4149029269886781,0,0
576,4690-LLKUA,0.39675647389044477,1,0
577,4695-VADHF,0.24656743397908287,1,0
578,4701-AHWMW,0.13630808879402623,1,0
579,4701-MLJPN,0.1339861118171055,1,0
580,4706-DGAHW,0.4721050419872152,0,0
581,4710-NKCAW,0.11942907623087011,0,0
